穿	穿	chuān	to wear, to put on, to dress, to bore through, to pierce, to perforate, to penetrate, to pass through, to thread
床	床	chuáng	bed
次	次	cì	order, sequence, next
從	从	cóng	from, since, through
錯	错	cuò	wrong, mistaken, bad, poor, confused, complex
打	打	dǎ	generalized verb of doing with specific meaning determined by its object, strike, hit, fight, construct, forge, mix
打車	打车	dǎ chē	to take a taxi (in town), to hitch a lift
打電話	打电话	dǎdiànhuà	make telephone call
打開	打开	dǎkāi	unscrew, undo, break_out, open up, unbar, unpack, unwind, shoot, turn, switch_on, open, switch on, unroll, turn/switch on, unclose, straighten, unfold, crack, unwrap, ope, turn_on, turn on, chop
打球	打球	dǎqiú	play a ball game using arms/hands
大	大	dà	great, macro, old, very, vast, tall, big, high, much
大學	大学	dàxué	university, college
大學生	大学生	dàxuéshēng	man, university/college student, college man, university student, colleger, university, undergrad, undergraduate, college boy, college student, collegian, university_student, undergraduate student, geeks
到	到	dào	up until
得到	得到	dé dào	to get, to obtain, to receive
地	地	dì	the earth, land, soil, fields, ground, place, position, background, distance
的	的	de	particle: emphasizing an action/situation
等	等	děng	conj.: and so on, etc
地點	地点	dìdiǎn	location, site, locale, locality, topographic point, point, venue, spot, situs, land site, place, locus
地方	地方	dìfāng	country, soil, terrain, part, clime, way, territory, room, neighbourhood, tinderbox, locality (as distinct from the central administrat, child, tract, province, position, respect, where, region, space, place, local
地上	地上	dì shang	on the ground, on the floor
地圖	地图	dìtú	map
弟弟	弟弟	dìdì	brother, little brother, younger brother, cadet, little_brother, viscount
第	第	dì	mansion, stadium, decker, det.: marker of ordinal numerals, abomasum, residence
點	点	diǎn	m.[proximation]
電	电	diàn	electricity
電話	电话	diànhuà	blower, phone call, headphone, earpiece, telephone, telephone_call, buzz, earphone, horn, telephone set, phone_call, telephony, phone
電腦	电脑	diànnǎo	electronic computer, computery, data processor, information processing system, computer
電視	电视	diànshì	TV, box, iconoscope, video, television set, teevee, orthicon, huckster, TV set, radiovision, television, telecasting, airwave, telly
電視機	电视机	diànshìjī	set, idiot_box, tv, goggle-box, idiot box, television receiver/set, teleset, television set, television receiver, TV set, goggle_box, tv set, goggle box, boob tube, receiver, telly, television
電影	电影	diànyǐng	cinematography, moving_picture, pix, kinema, picture, film, movie, moving picture, flick, cinema, motion_picture, cinematic, celluloid, picture show, motion picture, flicker
電影院	电影院	diànyǐngyuàn	cinema, movie (house)
東	东	dōng	east
東邊	东边	dōng bian	east, east side, eastern part, to the east of
東西	东西	dōngxī	thing, creature
動	动	dòng	concuss, get moving, travel, go, use, eat or drink, act, arouse, stir, disturb, alter, touch, change, dynamic, locomote, move
動作	动作	dòngzuò	demeanor, motion, behavior, performance, demeanour, play, turn, operation, operative, looseness, agency, gesticulation, movement, gesture, comportment, business, action, move
都	都	dōu	all, even, already
讀	读	dú	study, read, attend school, take, read aloud, read (aloud), peruse
讀書	读书	dúshū	read, study, attend school
對	对	duì	correct, true, toward
對不起	对不起	duìbùqǐ	be unfair to, I'm sorry, let ... down, let sb. down, excuse me
多	多	duō	many, much, more, more than the correct/required number, excessive, too much, much/far more
多少	多少	duōshǎo	det.: how many, how much, many
餓	饿	è	starve
兒子	儿子	érzi	viscount, man-child, boy, male offspring, son
二	二	èr	det.: two, second
飯	饭	fàn	food, meal, repast, cooked rice or other cereals, dinner
飯店	饭店	fàndiàn	restraurant, restaurant, hotel
房間	房间	fángjiān	apartment, aspect, houseroom, room, chamber, bedroom
房子	房子	fángzi	building (of less than three stories), room, building, property, house
放	放	fàng	loose, bloom, make longer, set ... free, let sb. have his own way, show, readjust, free, make larger, put in, fly, etc., release, discharge, leave alone, bung, lay aside, put, expansion, make longer/larger/etc., fling, localize, lend (money) at interest, let go, set, pasture, pose, set free, blossom, lay, let off, put out to pasture, send away, play, expand, make larger/etc., readjus
放假	放假	fàngjià	have a day off, have a vacation, have day off, have or be on vacation, have or be on holiday, have a holiday, vacation
放學	放学	fàngxué	have winter holidays, classes are over, finish classes, have summer holidays, finish classes (for the day)
飛	飞	fēi	hover in the air, flight, hover, volatilize, wing, disappear through volatilization, flutter, skip, hover/flutter in the air, fly, blow, flutter in the air, flit
飛機	飞机	fēijī	aerocraft, airplane, machine, craft, aeroplane, ship, aero, avion, aeronef, plane, aircraft
非常	非常	fēicháng	extraordinary, unusual, special, very, extremely, highly
分	分	fèn	m.[general]
風	风	fēng	wind, common practice, custom, general mood, style, news, information
幹	干	gàn	do, work, fight
乾淨	干净	gānjìng	clean, clear
幹什麼	干什么	gànshénmo5	do something
高	高	gāo	tall, high
高興	高兴	gāoxìng	glad, happy, cheerful, merry, pleased
告訴	告诉	gàosù	tell, preach, notify, impart, inform, represent, apprize, send word, share, advise, give notice, apprise, assure, let know
哥哥	哥哥	gēgē	big brother, elder brother, big_brother
歌	歌	gē	song
個	个	gè	piece, item
給	给	gěi	give, give to
跟	跟	gēn	with, to, from
工人	工人	gōngrén	navvy, hired man, operative, working person, laborer, shopworker, esne, working man, hired hand, worker, workpeople, workman, hand
工作	工作	gōngzuò	work, job
關	关	guān	shut, close, turn off, lock up, close down
關上	关上	guān shàng	to close (a door), to turn off (light, electrical equipment etc)
貴	贵	guì	expensive, costly, highly valued
國	国	guó	surname Guo, country, nation, state, national, CL:個|个[ge4]
國家	国家	guójiā	sirkar, state, country, patria, a people, nationality, nation, republic, soli, body politic, clime, national, civil order, polity, commonwealth, land, res publica
國外	国外	guówài	overseas
過	过	guò	[aspect]
還	还	hái	still, yet, also, too, as well, besides
還是	还是	háishì	still, nevertheless
還有	还有	háiyǒu	conj.: furthermore, in addition
孩子	孩子	háizi	kid, issue, chap, daughter, children, sonny, son or daughter, child, spawn, boy, kipper, son
漢語	汉语	Hàn yǔ	Chinese language, CL:門|门[men2]
漢字	汉字	hàn zì	Chinese character, CL:個|个[ge4], Japanese: kanji, Korean: hanja, Vietnamese: hán tự
好	好	hǎo	good
好吃	好吃	hǎochī	delicious, good to eat, tasty, enjoy eating good food, gluttonous
好看	好看	hǎokàn	embarrassed, interesting, nice, good-looking, delightful
好聽	好听	hǎotīng	pleasant to hear
好玩兒	好玩儿	hǎowánr	interesting, delightful, amusing
號	号	hào	m.[general]
喝	喝	hē	drink
和	和	hé	and, with, gentle, peaceful
很	很	hěn	pretty, thrice, monstrously, gey, quite, mighty, stinking, sopping, some, assai, full, most, clinking, much, thumping, awfully, fiendishly, thundering, very, real, really, bally, proper, grossly, powerful, so, rattling, well, considerably, greatly, terribly
後	后	hòu	rear, back, behind
後邊	后边	hoù bian	back, rear, behind
後天	后天	hoù tiān	the day after tomorrow, post-natal, acquired (not innate), a posteriori
花	花	huā	spend, expend, cost
話	话	huà	words, thing, language, tongue, talk, speech, spoken_language, conversation, utterance, expression, story, tale, saying, natural language, sayings, word
壞	坏	huài	spoiled
回	回	huí	return, go back
回答	回答	huídá	answer, reply
回到	回到	huídào	remount, retour, recur, turn back, regress, regain, revert, go_back, return to, return, go back to
回家	回家	huíjiā	return home
回來	回来	huílái	come back, get_back, recur, revisit, come, return, be back, come_back
回去	回去	huíqù	go_home, go_back, retrocede, go back, be back, go, return
會	会	huì	to be able, can, will, to meet
火車	火车	huǒchē	choo-choo, railroad train, car train, marshalling_yard, puff-puff, train
機場	机场	jīchǎng	landing field, flying field, airfield, airport, airdrome, field, aerodrome
機票	机票	jī piào	air ticket, passenger ticket, CL:張|张[zhang1]
雞蛋	鸡蛋	jī dàn	(chicken) egg, hen's egg, CL:個|个[ge4],打[da2]
幾	几	jǐ	det.: how many, a few, several, some
記	记	jì	write down, record
記得	记得	jìde	come to mind, think back, remember, recollect, recall, rememberance, mind, retain, place, spring to mind, bear in mind
記住	记住	jì zhu	to remember, to bear in mind, to learn by heart
家	家	jiā	family, household, home, house
家裡	家里	jiā lǐ	home
家人	家人	jiārén	relation, homefolk, inmate, kindred, household, relative, people, folks, kin, family members, family, kinsfolk, house
間	间	jiān	locality, room
見	见	jiàn	see, be exposed to, become visible, call on, refer to, meet with, appear to be, appear, vide, catch sight of, meet
見面	见面	jiànmiàn	meet, see
教	教	jiāo	teach
叫	叫	jiào	to be called
教學樓	教学楼	jiào xué loú	teaching block, school building
姐姐	姐姐	jiějiě	sis, big_sister, elder sister, sister
介紹	介绍	jièshào	introduce, present, recommend, suggest, let know, brief
今年	今年	jīn nián	this year
今天	今天	jīn tiān	today, at the present, now
進	进	jìn	enter, come/go into, advance
進來	进来	jìnlái	come in, enter
進去	进去	jìnqù	enter, entry, go_in, get in, go in
九	九	jiǔ	det.: nine
就	就	jiù	then, at once, right away, an indicator strengthening speaker's evaluation
覺得	觉得	juéde	imagine, guess, believe, reckon, suspect, suppose, think, listen, feel, consider, think_of, appear, conceive
開	开	kāi	open, open up, reclaim (land), open out, come loose, start, begin, operate, turn on (light), run (business), hold (meeting/etc.), divide into, reveal
開車	开车	kāi chē	to drive a car
開會	开会	kāihuì	hold/attend meeting
開玩笑	开玩笑	kāiwánxiào	kid, spoof, jive, gag, make fun of, josh, daff, rot, quip, chaff, rib, banter, jolly, fun, sport, put_on, clown, fool, droll, jape, joke, skylark, jest, jocose, crack a joke
看	看	kàn	see, look at, watch, read, look upon, regard, look after, call on, visit
看病	看病	kàn bìng	to visit a doctor, to see a patient
看到	看到	kàndào	view, receive, ken, observe, lamp, catch, see, take in, watch, chatter away, lay_eyes_on, boast, brag, shoot the breeze, spy, catch sight of, catch sight of
看見	看见	kànjiàn	seeing, behold, see, descry, show, perceive, lay eyes on, lamp, spy, show up, sight, catch sight of, catch sight of
考	考	kǎo	study, inspect, give test, inspection, give, give/take test, test, investigate, verify, take test, give or take an examination, quiz, check
考試	考试	kǎoshì	examination, test
渴	渴	kě	thirsty
課	课	kè	subject, course, class
課本	课本	kèběn	text edition, textbook, text, school text, schoolbook
課文	课文	kè wén	text, CL:篇[pian1]
口	口	kǒu	m.[general]
塊	块	kuài	m.[general]
快	快	kuài	fast, quick, quick-witted, ingenious, sharp (of knives), straightforward
來	来	lái	to
來到	来到	láidào	arrive, come
老	老	lǎo	old, aged;of long standing, outdated, tough, overgrown, dark (of colors)
老人	老人	lǎorén	oldster, ancient, old woman, crock, one's aged parents or grandparents, old man/woman, one's aged parents/grandparents, Sir, old person, gaffer, pop, one's aged parents, the aged/old, old_man, senior_citizen, oldie, greybeard, old man, graybeard, old, grandparents, the old, the aged, senior citizen, old_boy, old boy, woman, old-timer, old man or woman, one's aged grandparents
老師	老师	lǎoshī	rabbi, professor, swami, instructor, teacher, mast
了	了	le	entirely
累	累	lèi	tire, build by piling up, pile up, strain, weary, toil, accumulate, involve, tired, burthen, work hard, accumulation, fatigued, wear out
冷	冷	lěng	cool, rare, cold, unfrequented, feel cold, chill, frosty(in manner), shot from hiding, strange
裡	里	lǐ	inside
裡邊	里边	lǐ bian	inside
兩	两	liǎng	det.: two, both (sides), either (side), a few, some
零	零	líng	det.: zero, naught, nil
六	六	liù	det.: six
樓	楼	lóu	storey, Lou, tower, superstructure, storied building, story, floor, Surname, a storied building
樓上	楼上	loú shàng	upstairs
樓下	楼下	loú xià	downstairs
路	路	lù	road, path, way, journey, distance, means, sequence, logic, line, region, district, route, sort, grade, class
路口	路口	lù koǔ	crossing, intersection (of roads)
路上	路上	lù shang	on the road, on a journey, road surface
媽媽	妈妈	māmā	mummy, mammy, ma, mother, mamma, mum, mommy, female parent, mom, Mama, mater, mama, momma
馬路	马路	mǎlù	drive, road, driveway, riding, a road, carriageway, avenue, street, a street used by vehicular traffic
馬上	马上	mǎshàng	in a short time, at_once, instantaneously, promptly, at once, incontinent, in the same breath, directively, instantly, slapbang, pronto, right_away, immediately, shortly, without delay, right away, tout-de-suite, forthwith, presently, in_no_time, at a time, soon, hereupon, in a few seconds, before long, at one time, outright, straightaway, in a minute, directly, momently, in a f
嗎	吗	mā	particle: calling for agreement or disagreement
買	买	mǎi	pick up, invest, hire, buy, purchase, put_down, trade, get
慢	慢	màn	tardy, rude, slow down, slow, slow up, retard, lose, defer, supercilious, postpone, decelerate
忙	忙	máng	hurry, hasten
毛	毛	máo	Mao, wool, bristle, nap, pilus, down, feather, mold, mildew, Surname, hair, 1 1 0 th yuan, 1 0 th yuan, dime, silk, cent, fur, marking
沒	没	méi	not
沒關係	没关系	méiguānxì	it doesn't matter, never mind
沒甚麼	没什么	méi shén me	nothing, it doesn't matter, it's nothing, never mind
沒事兒	没事儿	méishìr	to have spare time, free from work, it's not important, it's nothing, never mind
沒有	没有	méiyǒu	not have, there is not, be without
妹妹	妹妹	mèimèi	little_sister, sis, younger sister, little sister, sister
門	门	mén	door, gate
門口	门口	ménkǒu	porch, portal, doorway, gateway, threshold, room access, door, entering, entrance
門票	门票	ménpiào	entrance/admission ticket, admission ticket, admission fee, admission price, entrance ticket, admission charge, cover_charge, admission, entrance fee, entrance money, pasteboard, price of admission, entrance
們	们	men	pluralizer after pronouns and nouns of persons
米飯	米饭	mǐ fàn	(cooked) rice
麵包	面包	miànbāo	bun, staff of life, cookie, breadstuff, bread
麵條兒	面条儿	miàntiáor	noodles, erhua variant of 麵條|面条[mian4 tiao2]
名字	名字	míngzi	first_name, forename, moniker, monaker, first name, monicker, cognomen, given name, name, patronymic, appellation
明白	明白	míngbái	clarify, downright, recognize, agnize, tumble, follow, make out, catch, understand, discern, think, know, seize, agnise, twig, realize, get, realization
明年	明年	míng nián	next year
明天	明天	míng tiān	tomorrow
拿	拿	ná	take, hold, seize, capture
哪	哪	nǎ	det.: which
哪裡	哪里	nǎlǐ	where
哪兒	哪儿	nǎér	where
哪些	哪些	nǎxiē	det.: which
那	那	nà	det.: that
那邊	那边	nàbiān	beyond, that side, there
那裡	那里	nàlǐ	that place
那兒	那儿	nǎēr	that place
那些	那些	nǎxiē	det.: those
奶	奶	nǎi	breasts, milk
奶奶	奶奶	nǎinǎi	nanna, address for married woman, granny, gran, grandmother, grandma, respectful form of address for an old woman, paternal grandmother
男	男	nán	baron, male, man, steady, mankind, male person, boy, chauvinism, creature, son
男孩兒	男孩儿	nánháir	boy, erhua variant of 男孩[nan2 hai2]
男朋友	男朋友	nánpéngyǒu	boyfriend
男人	男人	nánrén	male, man, chap, mankind, buck, bastard, gentleman, jack, gent, men, blighter, cuss, hombre, lad, adult male, groom, husband, bimbo, dog, fellow, mon, menfolk, fella
男生	男生	nánshēng	brother, sonny boy, man, male, laddie, lad, boy student, male student, boy, schoolboy, sonny, cub, man student
南	南	nán	Yugoslavia, South, Nan, south, Surname, S, due south, austral, southern
南邊	南边	nán bian	south, south side, southern part, to the south of
難	难	nán	make difficulties, take to task, put ... into a difficult position, disagreeable, make difficult, unpleasant, hard, difficult, troublesome, blame
呢	呢	ne	particle: marking quesitons about subject already mentioned; indicating strong affirmation
能	能	néng	can or to be capable of
你	你	nǐ	you
你們	你们	nǐmen	you, you (plural), you-all
年	年	nián	year
您	您	nín	you
牛奶	牛奶	nióunǎi	cow's milk
女	女	nǔ	girl, female, woman, neodymium, hen, daughter, beaver, creature
女兒	女儿	nǔér	daughter, girl
女孩兒	女孩儿	nǚháir	girl, erhua variant of 女孩[nu:3 hai2]
女朋友	女朋友	nǔpéngyǒu	jane, girl, girl friend, lady friend, girlfriend, amie
女人	女人	nǔrén	jade, crumpet, female, female person, Gill, bitch, chick, fair, squaw, womenfolk, adult female, doll, momma, wench, skirt, womankind, girl, jill, wife, broad, petticoat, sister, woman, bimbo, bird, jane, she, hen, hairpin, dame, women
女生	女生	nǔshēng	schoolgirl, girl student, female student, female, girl, woman student, co-ed
旁邊	旁边	pángbiān	by the side of, side, adjacency, near by
跑	跑	pǎo	travel, race, be away, escape, course, run errands, skirr, double, walk, be away/off, run away, be off, run about doing sth., run, drive, paw the earth, run about doing ..., ride, leg
朋友	朋友	péngyou	amigo, connections, kith, friend, boy, crony, ami, boy/girl friend, companion, mate, boy friend or girl friend, compadre, boy friend, Mac, paisano, matey, old_boy, sport, folks, pard, hearty, Kamerad, cocker, cobber, girl friend, pardner, company
票	票	piào	ticket, ballot, note
七	七	qī	det.: seven
起	起	qǐ	[aspect]
起床	起床	qǐchuáng	uprise, get up from bed, arise, get out of bed, turn out, rise, deck, get_up, awake, get up
起來	起来	qǐlái	[aspect]
汽車	汽车	qìchē	automotive vehicle, machine, wheels, motorcar, motor vehicle, car, automotive, auto, wheel, autocar, motor, automobile, hoot, mobile, bus
前	前	qián	front
前邊	前边	qián bian	front, the front side, in front of
前天	前天	qián tiān	the day before yesterday
錢	钱	qián	copper coin, cash, money, fund, sum
錢包	钱包	qián bāo	purse, wallet
請	请	qǐng	request, ask (a favor), engage, hire (teacher/etc.), Please...
請假	请假	qǐngjià	vacate, ask for leave
請進	请进	qǐng jìn	'please come in'
請問	请问	qǐngwèn	Excuse me, may I ask...?
請坐	请坐	qǐng zuò	Sitting
球	球	qiú	ball
去	去	qù	to go, to leave, in order to
去年	去年	qù nián	last year
熱	热	rè	hot
人	人	rén	person, people
認識	认识	rènshì	know, recognize
認真	认真	rènzhēn	serious, earnest, take for real
日	日	rì	m.[standard]
日期	日期	rìqí	calendar, when, date
肉	肉	ròu	pulp, chilli, cabobs, meat, lobscouse, paella, meaty, fleshy, flesh, marmite
三	三	sān	det.: three
山	山	shān	Shan, jebel, pike, mountain, whitethorn, hump, anything resembling a mountain, gable, kop, chimney, hill, Surname, mount
商場	商场	shāngchǎng	department store, bazar, line of business, field of operation, grocery store, emporium, bazaar, grocery, mall, commercial circle, field, market
商店	商店	shāngdiàn	concern, hospital, business, store, shoppe, shop
上	上	shàng	on, above
上班	上班	shàngbān	start work, go to work, be on duty
上邊	上边	shàng bian	the top, above, overhead, upwards, the top margin, above-mentioned, those higher up
上車	上车	shàng chē	to get on or into (a bus, train, car etc)
上次	上次	shàng cì	last time
上課	上课	shàngkè	attend class, go to class;give lesson/lecture
上網	上网	shàng wǎng	to go online, to connect to the Internet, (of a document etc) to be uploaded to the Internet, (tennis, volleyball etc) to move in close to the net
上午	上午	shàng wǔ	morning, CL:個|个[ge4]
上學	上学	shàngxué	attend school, be at school
少	少	shǎo	lack, be deficient, lose, be missing
誰	谁	shéi	who, someone, anyone
身上	身上	shēn shang	on the body, at hand, among
身體	身体	shēntǐ	soma, system, physical structure, body, health, carcase, corpus, frame, person, somatic, organic structure, personage
什麼	什么	shéme	anything, what
生病	生病	shēngbìng	come down, ail, fall ill, traik, sick, sicken
生氣	生气	shēngqì	get angry, be angry
生日	生日	shēngrì	birthday
十	十	shí	det.: ten
時候	时候	shíhòu	day, moment, (a point in) time, (duration of) time, time
時間	时间	shíjiān	moment, day, clock time, fourth_dimension, relativity, hour, duration, time, when, while, temporal, economy
事	事	shì	responsibility, trouble, event, thing, worry, accident, case, involvement, work, affair, job, concern, business, toast, matter
試	试	shì	offer, attempt, essay, flesh, try, seek, assay, test
昰	是	shì	is, are, am, yes, to be, variant of 是[shi4], (used in given names)
是不是	是不是	shì bù shì	is or isn't, yes or no, whether or not
手	手	shǒu	hand
手機	手机	shoǔ jī	cell phone, mobile phone, CL:部[bu4],支[zhi1]
書	书	shū	volume, document, style of calligraphy, book, script, letter
書包	书包	shūbāo	bag, book bag, satchel, schoolbag
書店	书店	shūdiàn	bookstore
樹	树	shù	wood, Ruptiliocarpon caracolito, tree, arbor, Surname, caracolito
水	水	shuǐ	water, H2O, liquid, bubble, a general term for rivers, lakes, seas, etc., Shiu, waters, aqueous, Aquarius, river, Surname, blister, drink, eau, aqua
水果	水果	shuǐguǒ	fruit
睡	睡	shuì	sleep
睡覺	睡觉	shuìjiào	turn_in, log Z's, doss, slumber, catch some Z's, go to bed, sleep, doss down, crash, go_to_sleep, hit_the_sack, kip
說	说	shuō	speak, talk, explain, scold
說話	说话	shuōhuà	philosophize, thrum, talk, peach, babble out, speech, articulate, chat, speak, babble, gossip, blab out, sing, address, tattle, blab, mouth, say
四	四	sì	det.: four
送	送	sòng	accompaniment, escort, see sb. off, see sb. off/out, to dispatch, see ... off, accompany, to deliver, send, direct, serve, guide, give as a present, deliver, see sb. out, see, lead, see ... out, conduct, give, to send, carry, delivery, carriage, take, hospitalize
歲	岁	suì	year (for crops), m.[standard], , year of age, year (of age), year, annum, year for crops
他	他	tā	he, she, it, they (referring to inanimate things in object position)
他們	他们	tāmen	they
她	她	tā	she, her, she (neologism for {1ta1}[2]), )
她們	她们	tāmen	they (female)
太	太	tài	excessively, too, extremely, very
天	天	tiān	m.[standard]
天氣	天气	tiānqì	sky, elements, weather condition, atmospheric condition, weather
聽	听	tīng	hear, list, hearken, obey, obedience, listen, heed, administer, let, allow, hark
聽到	听到	tīngdào	hear
聽見	听见	tīngjiàn	hear
聽寫	听写	tīng xiě	dictate, dictation, CL:次[ci4]
同學	同学	tóngxué	class fellow, fellow student, condisciple, classmate, schoolmate, schoolfellow, form of address used in speaking to a student
圖書館	图书馆	túshūguǎn	library
外	外	wài	outside, in addition, foreign, external
外邊	外边	wài bian	outside, outer surface, abroad, place other than one's home
外國	外国	wàiguó	foreign, foreign country, outland, outremer
外語	外语	wàiyǔ	foreign language
玩兒	玩儿	wánr	to play, to have fun, to hang out
晚	晚	wǎn	far on in time, late
晚飯	晚饭	wǎn fàn	evening meal, dinner, supper, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
晚上	晚上	wǎn shang	evening, night, CL:個|个[ge4], in the evening
網上	网上	wǎng shàng	online
網友	网友	wǎng yoǔ	online friend, Internet user
忘	忘	wàng	forget, overlook, neglect
忘記	忘记	wàngjì	misremember, block, blank out, neglect, overlook, draw a blank, leave_out, disremember, fail, forget
問	问	wèn	ask, examine, question, interrogate
我	我	wǒ	I, me, ego, self
我們	我们	wǒmen	we
五	五	wǔ	det.: five
午飯	午饭	wǔ fàn	lunch, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
西	西	xī	W, Spain, west, occident, due west, western
西邊	西边	xī biān	west, west side, western part, to the west of
洗	洗	xǐ	wash, bathe, sack, develop (film), shuffle (cards/etc.)
洗手間	洗手间	xǐ shoǔ jiān	toilet, lavatory, washroom
喜歡	喜欢	xǐhuān	like, love, be fond of, be happy/elated
下	下	xià	under (condition/fact etc.)
下班	下班	xiàbān	get_off
下邊	下边	xià bian	under, the underside, below
下車	下车	xiàchē	get off/out of vehicle
下次	下次	xià cì	next time
下課	下课	xiàkè	finish class, get out of class
下午	下午	xià wǔ	afternoon, CL:個|个[ge4], p.m.
下雨	下雨	xiàyǔ	rain
先	先	xiān	earlier, in advance, before
先生	先生	xiānshēng	doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune-teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen
現在	现在	xiàn zài	now, at present, at the moment, modern, current, nowadays
想	想	xiǎng	think, suppose, reckon, consider, want to, would like to, feel like (doing sth.)
小	小	xiǎo	small, little, petty, minor;young
小孩兒	小孩儿	xiǎoháir	child, erhua variant of 小孩[xiao3 hai2]
小姐	小姐	xiǎojiě	Signorina, Senorita, senorita, signorina, young_lady, damosel, Dona, mum, young lady, damoiselle, missy, tootsy, demoiselle, damsel, Miss, Fraulein, miss, sheila, sister, toots, senhorita, damozel, Ladyship, ladyship, Mademoiselle, mademoiselle
小朋友	小朋友	xiǎopéngyǒu	child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child
小時	小时	xiǎoshí	hour
小學	小学	xiǎoxué	primary school, elementary school
小學生	小学生	xiǎoxuéshēng	(primary) pupil, schoolboy, schoolgirl
笑	笑	xiào	smile, laugh
寫	写	xiě	description, bewrite, direct, describe, pencil, draw, paint, inscribe, write, depiction, write_out, throw_off, depict, address, author, screeve, word, compose
謝謝	谢谢	xièxiè	thank
新	新	xīn	new, fresh, up-to-date
新年	新年	xīn nián	New Year, CL:個|个[ge4]
星期	星期	xīngqí	Sunday, week
星期日	星期日	Xīng qī rì	Sunday, CL:個|个[ge4]
星期天	星期天	Xīng qī tiān	Sunday, CL:個|个[ge4]
行	行	xíng	go, travel, prevail, circulate, be current
休息	休息	xiūxí	repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest
學	学	xué	study, learn, imitate, mimic
學生	学生	xuéshēng	academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student
學習	学习	xuéxí	study, learn, emulate
學校	学校	xuéxiào	seminary, schoolhouse, educational institution, school, institution
學院	学院	xuéyuàn	seminary, college, school, hall, institute, academy, faculty
要	要	yào	want, need, must, should
爺爺	爷爷	yéyé	grandad, Grandpa, granddad, grandpa, (paternal) grandfather, gramps, granddaddy, grandfather
也	也	yě	also, too, as well, either, even
