办学	辦學	"<span class=""pinYinWrapper""><span class=""t4"">bàn</span> <span class=""t2"">xué</span></span>"	"<span class=""zhuyin"">ㄅㄢˋ ㄒㄩㄝˊ</span>"	[sound:cmn-办学.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">办</span><span class=""char-tone2"">学</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">辦</span><span class=""char-tone2"">學</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bàn</span> <span class=""t2"">xué</span></span></div><span class=""zhuyin"">ㄅㄢˋ ㄒㄩㄝˊ</span><div class=""meaning""><ul><li>to run a school</li></ul></div>"
半决赛	半決賽	"<span class=""pinYinWrapper""><span class=""t4"">bàn</span> <span class=""t2"">jué</span> <span class=""t4"">sài</span></span>"	"<span class=""zhuyin"">ㄅㄢˋ ㄐㄩㄝˊ ㄙㄞˋ</span>"	[sound:cmn-半决赛.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">半</span><span class=""char-tone2"">决</span><span class=""char-tone4"">赛</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">半</span><span class=""char-tone2"">決</span><span class=""char-tone4"">賽</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bàn</span> <span class=""t2"">jué</span> <span class=""t4"">sài</span></span></div><span class=""zhuyin"">ㄅㄢˋ ㄐㄩㄝˊ ㄙㄞˋ</span><div class=""meaning""><ul><li>semifinals</li></ul></div>"
傍晚	傍晚	"<span class=""pinYinWrapper""><span class=""t4"">bàng</span> <span class=""t3"">wǎn</span></span>"	"<span class=""zhuyin"">ㄅㄤˋ ㄨㄢˇ</span>"	[sound:cmn-傍晚.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">傍</span><span class=""char-tone3"">晚</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bàng</span> <span class=""t3"">wǎn</span></span></div><span class=""zhuyin"">ㄅㄤˋ ㄨㄢˇ</span><div class=""meaning""><ul><li>in the evening</li><li> when night falls</li><li> towards evening</li><li> at night fall</li><li> at dusk</li></ul></div>"
保健	保健	"<span class=""pinYinWrapper""><span class=""t3"">bǎo</span> <span class=""t4"">jiàn</span></span>"	"<span class=""zhuyin"">ㄅㄠˇ ㄐㄧㄢˋ</span>"	[sound:cmn-保健.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">保</span><span class=""char-tone4"">健</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">bǎo</span> <span class=""t4"">jiàn</span></span></div><span class=""zhuyin"">ㄅㄠˇ ㄐㄧㄢˋ</span><div class=""meaning""><ul><li>health protection</li><li> health care</li><li> to maintain in good health</li></ul></div>"
报刊	報刊	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">kān</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄎㄢ</span>"	[sound:cmn-报刊.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">报</span><span class=""char-tone1"">刊</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">報</span><span class=""char-tone1"">刊</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">kān</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄎㄢ</span><div class=""meaning""><ul><li>newspapers and periodicals</li><li> the press</li></ul></div>"
报考	報考	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">kǎo</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄎㄠˇ</span>"	[sound:cmn-报考.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">报</span><span class=""char-tone3"">考</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">報</span><span class=""char-tone3"">考</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">kǎo</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄎㄠˇ</span><div class=""meaning""><ul><li>to enter oneself for an examination</li></ul></div>"
抱歉	抱歉	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">qiàn</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄑㄧㄢˋ</span>"	[sound:cmn-抱歉.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">抱</span><span class=""char-tone4"">歉</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">qiàn</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄑㄧㄢˋ</span><div class=""meaning""><ul><li>to be sorry</li><li> to feel apologetic</li><li> sorry!</li></ul></div>"
暴风雨	暴風雨	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">fēng</span> <span class=""t3"">yǔ</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄈㄥ ㄩˇ</span>"	[sound:cmn-暴风雨.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">暴</span><span class=""char-tone1"">风</span><span class=""char-tone3"">雨</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">暴</span><span class=""char-tone1"">風</span><span class=""char-tone3"">雨</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">fēng</span> <span class=""t3"">yǔ</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄈㄥ ㄩˇ</span><div class=""meaning""><ul><li>rainstorm</li><li> storm</li><li> tempest</li></ul></div>"
暴力	暴力	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">lì</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄌㄧˋ</span>"	[sound:cmn-暴力.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">暴</span><span class=""char-tone4"">力</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">lì</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄌㄧˋ</span><div class=""meaning""><ul><li>violence</li><li> force</li><li> violent</li></ul></div>"
暴露	暴露	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">lù</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄌㄨˋ</span>"	[sound:cmn-暴露.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">暴</span><span class=""char-tone4"">露</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">lù</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄌㄨˋ</span><div class=""meaning""><ul><li>to expose</li><li> to reveal</li><li> to lay bare</li><li> also pr. [pu4 lu4]</li></ul></div>"
暴雨	暴雨	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">yǔ</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄩˇ</span>"	[sound:cmn-暴雨.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">暴</span><span class=""char-tone3"">雨</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t3"">yǔ</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄩˇ</span><div class=""meaning""><ul><li>torrential rain</li><li> rainstorm</li><li> CL:場|场[chang2],陣|阵[zhen4]</li></ul></div>"
爆	爆	"<span class=""pinYinWrapper""><span class=""t4"">bào</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ</span>"	[sound:cmn-爆.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">爆</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span></span></div><span class=""zhuyin"">ㄅㄠˋ</span><div class=""meaning""><ul><li>to explode or burst</li><li> to quick fry or quick boil</li></ul></div>"
爆发	爆發	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">fā</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄈㄚ</span>"	[sound:cmn-爆发.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">爆</span><span class=""char-tone1"">发</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">爆</span><span class=""char-tone1"">發</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t1"">fā</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄈㄚ</span><div class=""meaning""><ul><li>to break out</li><li> to erupt</li><li> to explode</li><li> to burst out</li></ul></div>"
爆炸	爆炸	"<span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">zhà</span></span>"	"<span class=""zhuyin"">ㄅㄠˋ ㄓㄚˋ</span>"	[sound:cmn-爆炸.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">爆</span><span class=""char-tone4"">炸</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bào</span> <span class=""t4"">zhà</span></span></div><span class=""zhuyin"">ㄅㄠˋ ㄓㄚˋ</span><div class=""meaning""><ul><li>explosion</li><li> to explode</li><li> to blow up</li><li> to detonate</li></ul></div>"
悲惨	悲慘	"<span class=""pinYinWrapper""><span class=""t1"">bēi</span> <span class=""t3"">cǎn</span></span>"	"<span class=""zhuyin"">ㄅㄟ ㄘㄢˇ</span>"	[sound:cmn-悲惨.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">悲</span><span class=""char-tone3"">惨</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">悲</span><span class=""char-tone3"">慘</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">bēi</span> <span class=""t3"">cǎn</span></span></div><span class=""zhuyin"">ㄅㄟ ㄘㄢˇ</span><div class=""meaning""><ul><li>miserable</li><li> tragic</li></ul></div>"
背心	背心	"<span class=""pinYinWrapper""><span class=""t4"">bèi</span> <span class=""t1"">xīn</span></span>"	"<span class=""zhuyin"">ㄅㄟˋ ㄒㄧㄣ</span>"	[sound:cmn-背心.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">背</span><span class=""char-tone1"">心</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bèi</span> <span class=""t1"">xīn</span></span></div><span class=""zhuyin"">ㄅㄟˋ ㄒㄧㄣ</span><div class=""meaning""><ul><li>sleeveless garment (vest, waistcoat, singlet, tank top etc)</li><li> CL:件[jian4]</li></ul></div>"
背着	背著	"<span class=""pinYinWrapper""><span class=""t4"">bèi</span><span class=""t0"">zhe</span></span>"	"<span class=""zhuyin"">ㄅㄟˋ ㄓㄜ˙</span>"	[sound:cmn-背着.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">背</span><span class=""char-tone0"">着</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">背</span><span class=""char-tone0"">著</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bèi</span><span class=""t0"">zhe</span></span></div><span class=""zhuyin"">ㄅㄟˋ ㄓㄜ˙</span><div class=""meaning""><ul><li>Carry on</li></ul></div>"
被告	被告	"<span class=""pinYinWrapper""><span class=""t4"">bèi</span> <span class=""t4"">gào</span></span>"	"<span class=""zhuyin"">ㄅㄟˋ ㄍㄠˋ</span>"	[sound:cmn-被告.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">被</span><span class=""char-tone4"">告</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bèi</span> <span class=""t4"">gào</span></span></div><span class=""zhuyin"">ㄅㄟˋ ㄍㄠˋ</span><div class=""meaning""><ul><li>defendant</li></ul></div>"
奔跑	奔跑	"<span class=""pinYinWrapper""><span class=""t1"">bēn</span> <span class=""t3"">pǎo</span></span>"	"<span class=""zhuyin"">ㄅㄣ ㄆㄠˇ</span>"	[sound:cmn-奔跑.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">奔</span><span class=""char-tone3"">跑</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">bēn</span> <span class=""t3"">pǎo</span></span></div><span class=""zhuyin"">ㄅㄣ ㄆㄠˇ</span><div class=""meaning""><ul><li>to run</li></ul></div>"
本	本	"<span class=""pinYinWrapper""><span class=""t3"">běn</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ</span>"	[sound:cmn-本.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span></span></div><span class=""zhuyin"">ㄅㄣˇ</span><div class=""meaning""><ul><li>root</li><li> stem</li><li> origin</li><li> source</li><li> this</li><li> the current</li><li> original</li><li> inherent</li><li> originally</li><li> classifier for books, periodicals, files etc</li></ul></div>"
本地	本地	"<span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t4"">dì</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ ㄉㄧˋ</span>"	[sound:cmn-本地.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span><span class=""char-tone4"">地</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t4"">dì</span></span></div><span class=""zhuyin"">ㄅㄣˇ ㄉㄧˋ</span><div class=""meaning""><ul><li>local</li><li> this locality</li></ul></div>"
本期	本期	"<span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t1"">qī</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ ㄑㄧ</span>"	[sound:cmn-本期.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span><span class=""char-tone1"">期</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t1"">qī</span></span></div><span class=""zhuyin"">ㄅㄣˇ ㄑㄧ</span><div class=""meaning""><ul><li>the current period</li><li> this term (usually in finance)</li></ul></div>"
本身	本身	"<span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t1"">shēn</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ ㄕㄣ</span>"	[sound:cmn-本身.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span><span class=""char-tone1"">身</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t1"">shēn</span></span></div><span class=""zhuyin"">ㄅㄣˇ ㄕㄣ</span><div class=""meaning""><ul><li>itself</li><li> in itself</li><li> per se</li></ul></div>"
本土	本土	"<span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t3"">tǔ</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ ㄊㄨˇ</span>"	[sound:cmn-本土.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span><span class=""char-tone3"">土</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t3"">tǔ</span></span></div><span class=""zhuyin"">ㄅㄣˇ ㄊㄨˇ</span><div class=""meaning""><ul><li>one's native country</li><li> native</li><li> local</li><li> metropolitan territory</li></ul></div>"
本质	本質	"<span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t4"">zhì</span></span>"	"<span class=""zhuyin"">ㄅㄣˇ ㄓˋ</span>"	[sound:cmn-本质.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">本</span><span class=""char-tone4"">质</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">本</span><span class=""char-tone4"">質</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">běn</span> <span class=""t4"">zhì</span></span></div><span class=""zhuyin"">ㄅㄣˇ ㄓˋ</span><div class=""meaning""><ul><li>essence</li><li> nature</li><li> innate character</li><li> intrinsic quality</li></ul></div>"
逼	逼	"<span class=""pinYinWrapper""><span class=""t1"">bī</span></span>"	"<span class=""zhuyin"">ㄅㄧ</span>"	[sound:cmn-逼.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">逼</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">bī</span></span></div><span class=""zhuyin"">ㄅㄧ</span><div class=""meaning""><ul><li>variant of 逼[bi1]</li><li> to compel</li><li> to pressure</li><li> to force (sb to do sth)</li><li> to compel</li><li> to press for</li><li> to extort</li><li> to press on towards</li><li> to press up to</li><li> to close in on</li><li> used in the place of 屄[bi1], cunt</li></ul></div>"
笔试	筆試	"<span class=""pinYinWrapper""><span class=""t3"">bǐ</span> <span class=""t4"">shì</span></span>"	"<span class=""zhuyin"">ㄅㄧˇ ㄕˋ</span>"	[sound:cmn-笔试.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">笔</span><span class=""char-tone4"">试</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">筆</span><span class=""char-tone4"">試</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">bǐ</span> <span class=""t4"">shì</span></span></div><span class=""zhuyin"">ㄅㄧˇ ㄕˋ</span><div class=""meaning""><ul><li>written examination</li><li> paper test (for an applicant)</li></ul></div>"
必将	必將	"<span class=""pinYinWrapper""><span class=""t4"">bì</span> <span class=""t1"">jiāng</span></span>"	"<span class=""zhuyin"">ㄅㄧˋ ㄐㄧㄤ</span>"	[sound:cmn-必将.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">必</span><span class=""char-tone1"">将</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">必</span><span class=""char-tone1"">將</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bì</span> <span class=""t1"">jiāng</span></span></div><span class=""zhuyin"">ㄅㄧˋ ㄐㄧㄤ</span><div class=""meaning""><ul><li>inevitably</li></ul></div>"
必修	必修	"<span class=""pinYinWrapper""><span class=""t4"">bì</span> <span class=""t1"">xiū</span></span>"	"<span class=""zhuyin"">ㄅㄧˋ ㄒㄧㄡ</span>"	[sound:cmn-必修.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">必</span><span class=""char-tone1"">修</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bì</span> <span class=""t1"">xiū</span></span></div><span class=""zhuyin"">ㄅㄧˋ ㄒㄧㄡ</span><div class=""meaning""><ul><li>a required course</li></ul></div>"
